,id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
15998,5744,Opañel,65.0,3,1,140000,2154
15999,5743,Puerta Bonita,55.0,2,1,98000,1782
16000,5742,Abrantes,58.0,2,2,139900,2412
16001,5741,Puerta Bonita,61.0,3,1,159900,2621
16002,5740,Vista Alegre,58.0,2,1,149900,2584
16003,5739,Opañel,87.0,2,1,220000,2529
16004,5738,San Isidro,57.0,3,1,125000,2193
16005,5737,Abrantes,65.0,2,1,100000,1538
16006,5736,Comillas,97.0,3,1,235000,2423
16007,5735,San Isidro,69.0,2,1,155000,2246
16008,5734,Abrantes,76.0,3,1,236000,3105
16009,5733,Puerta Bonita,50.0,3,1,96000,1920
16010,5732,Buena Vista,59.0,3,1,129900,2202
16011,5731,Carabanchel,66.0,3,1,140000,2121
16012,5730,Comillas,68.0,2,1,195000,2868
16013,5729,Comillas,66.0,3,1,170000,2576
16014,5728,Comillas,95.0,2,1,159000,1674
16015,5727,San Isidro,49.0,2,1,108500,2214
16016,5726,San Isidro,65.0,2,1,140000,2154
16017,5725,Vista Alegre,81.0,3,1,161200,1990
16018,5724,Carabanchel,70.0,3,1,136500,1950
16019,5723,Vista Alegre,65.0,2,1,120000,1846
16020,5722,Vista Alegre,163.0,4,3,408500,2506
16021,5721,San Isidro,130.0,3,2,298000,2292
16022,5720,Vista Alegre,73.0,1,1,175000,2397
16023,5719,Vista Alegre,60.0,1,2,175000,2917
16024,5718,Vista Alegre,124.0,3,2,275000,2218
16025,5717,Vista Alegre,124.0,3,2,287000,2315
16026,5716,Vista Alegre,113.0,2,2,245000,2168
16027,5715,Vista Alegre,132.0,3,2,295000,2235
16028,5714,Vista Alegre,92.0,2,2,395000,4293
16029,5713,Vista Alegre,60.0,1,2,170000,2833
16030,5712,Vista Alegre,145.0,3,2,340000,2345
16031,5711,Vista Alegre,132.0,3,2,309000,2341
16032,5710,Vista Alegre,60.0,1,2,181000,3017
16033,5709,Vista Alegre,145.0,3,2,325000,2241
16034,5708,Vista Alegre,132.0,3,2,316000,2394
16035,5707,Vista Alegre,60.0,1,2,165000,2750
16036,5706,Vista Alegre,145.0,3,2,332000,2290
16037,5705,Vista Alegre,124.0,3,2,281000,2266
16038,5704,Vista Alegre,145.0,3,2,318000,2193
16039,5703,Comillas,100.0,3,2,270000,2700
16040,5702,Puerta Bonita,60.0,1,1,180500,3008
16041,5701,Comillas,60.0,2,1,104900,1748
16042,5700,San Isidro,111.0,3,2,175000,1577
16044,5698,Abrantes,142.0,3,2,305000,2148
16045,5697,Carabanchel,95.0,3,2,285000,3000
16046,5696,Carabanchel,288.0,5,3,699900,2430
16047,5695,Buena Vista,63.0,1,1,125000,1984
16048,5694,Puerta Bonita,90.0,2,2,161500,1794
16049,5693,Comillas,79.0,3,1,198000,2506
16050,5692,Abrantes,76.0,3,1,130000,1711
16051,5691,Abrantes,69.0,3,1,136100,1972
16052,5690,Vista Alegre,78.0,3,1,164000,2103
16053,5689,Vista Alegre,115.0,3,1,240000,2087
16054,5688,Vista Alegre,65.0,3,1,110000,1692
16055,5687,Carabanchel,73.0,3,1,143000,1959
16056,5686,San Isidro,78.0,3,1,155000,1987
16057,5685,Vista Alegre,85.0,3,1,161200,1896
16058,5684,San Isidro,53.0,2,1,155000,2925
16059,5683,Buena Vista,102.0,2,2,215000,2108
16060,5682,San Isidro,45.0,1,1,145000,3222
16061,5681,Opañel,65.0,3,1,146000,2246
16062,5680,Pau de Carabanchel,226.0,4,2,549000,2429
16063,5679,Vista Alegre,70.0,3,1,230000,3286
16064,5678,Vista Alegre,77.0,3,1,230000,2987
16065,5677,Comillas,63.0,2,1,262000,4159
16066,5676,Vista Alegre,66.0,2,1,114000,1727
16067,5675,Puerta Bonita,85.0,3,1,155000,1824
16068,5674,Abrantes,50.0,1,1,159900,3198
16069,5673,Opañel,87.0,3,1,249000,2862
16070,5672,Comillas,103.0,3,1,221000,2146
16071,5671,Opañel,95.0,2,2,305000,3211
16072,5670,Vista Alegre,58.0,2,1,149900,2584
16073,5669,Vista Alegre,176.0,5,2,314900,1789
16074,5668,Vista Alegre,70.0,3,1,140000,2000
16075,5667,Vista Alegre,100.0,3,1,261000,2610
16076,5666,Comillas,103.0,3,1,221000,2146
16077,5665,Buena Vista,90.0,2,2,210000,2333
16078,5664,Vista Alegre,77.0,2,1,148470,1928
16079,5663,Comillas,92.0,3,1,340000,3696
16080,5662,Carabanchel,60.0,2,1,83000,1383
16081,5661,Carabanchel,55.0,3,1,84000,1527
16082,5660,Opañel,110.0,2,1,112000,1018
16083,5659,Abrantes,72.0,3,1,169000,2347
16084,5658,Opañel,50.0,2,1,144000,2880
16085,5657,San Isidro,98.0,3,3,270000,2755
16086,5656,Puerta Bonita,57.0,1,1,156000,2737
16087,5655,Puerta Bonita,123.0,2,2,244000,1984
16088,5654,Opañel,80.0,3,1,150000,1875
16089,5653,San Isidro,47.0,2,1,100000,2128
16090,5652,Abrantes,62.0,2,1,129900,2095
16091,5651,Vista Alegre,80.0,3,1,169900,2124
16092,5650,Buena Vista,59.0,3,1,109000,1847
16093,5649,Comillas,98.0,3,1,295000,3010
16094,5648,San Isidro,60.0,1,1,123000,2050
16095,5647,Puerta Bonita,93.0,2,2,286000,3075
16096,5646,Puerta Bonita,90.0,3,1,160000,1778
16097,5645,Buena Vista,57.0,1,1,128000,2246
16098,5644,Buena Vista,57.0,3,1,127600,2239
16099,5643,Vista Alegre,77.0,3,1,148470,1928
16100,5642,Puerta Bonita,83.0,3,2,116000,1398
16101,5641,Vista Alegre,60.0,2,1,118000,1967
16102,5640,San Isidro,65.0,1,1,169000,2600
16103,5639,Vista Alegre,79.0,4,1,154000,1949
16104,5638,Abrantes,91.0,3,1,220000,2418
16105,5637,San Isidro,72.0,3,1,129900,1804
16106,5636,San Isidro,63.0,2,1,148000,2349
16107,5635,San Isidro,433.0,4,3,395000,912
16108,5634,Abrantes,44.0,2,1,118000,2682
16109,5633,Comillas,92.0,3,1,340000,3696
16110,5632,Buena Vista,57.0,3,1,127600,2239
16111,5631,Buena Vista,271.0,6,5,339000,1251
16112,5630,Opañel,71.0,3,1,125000,1761
16113,5629,Comillas,65.0,3,1,162000,2492
16114,5628,San Isidro,64.0,3,1,124000,1938
16115,5627,Comillas,90.0,3,1,235000,2611
16116,5626,San Isidro,105.0,4,2,287000,2733
16117,5625,Comillas,85.0,3,1,139000,1635
16118,5624,Opañel,500.0,6,4,360000,720
16119,5623,Vista Alegre,54.0,2,1,119900,2220
16120,5622,San Isidro,58.0,1,1,160000,2759
16121,5621,Abrantes,65.0,2,1,120000,1846
16122,5620,Abrantes,100.0,3,2,269000,2690
16123,5619,Abrantes,78.0,3,2,186000,2385
16124,5618,Vista Alegre,80.0,4,1,138000,1725
16125,5617,Opañel,77.0,3,1,159000,2065
16126,5616,San Isidro,110.0,3,2,289500,2632
16127,5615,San Isidro,90.0,2,2,245000,2722
16128,5614,Pau de Carabanchel,189.0,3,2,495000,2619
16129,5613,Pau de Carabanchel,103.0,3,2,329000,3194
16130,5612,Carabanchel,56.0,3,1,136570,2439
16131,5611,Vista Alegre,57.0,2,1,120000,2105
16132,5610,San Isidro,42.0,2,1,128000,3048
16133,5609,Opañel,79.0,3,1,140000,1772
16134,5608,Carabanchel,145.0,4,3,335000,2310
16135,5607,San Isidro,76.0,2,1,175000,2303
16136,5606,Puerta Bonita,110.0,3,2,285000,2591
16137,5605,Puerta Bonita,57.0,3,1,95000,1667
16138,5604,Abrantes,88.0,3,1,128500,1460
16139,5603,Buena Vista,100.0,3,1,197000,1970
16140,5602,San Isidro,60.0,1,1,160000,2667
16141,5601,Carabanchel,82.0,3,1,129900,1584
16142,5600,Puerta Bonita,74.0,3,1,138000,1865
16143,5599,Puerta Bonita,82.0,3,1,215000,2622
16144,5598,Abrantes,80.0,3,1,178000,2225
16145,5597,Abrantes,86.0,3,1,166000,1930
16146,5596,San Isidro,94.0,2,2,160000,1702
16147,5595,Vista Alegre,74.0,3,1,138000,1865
16148,5594,San Isidro,170.0,2,2,325000,1912
16149,5593,Opañel,208.0,2,1,295000,1418
16150,5592,Abrantes,72.0,2,1,137500,1910
16151,5591,San Isidro,54.0,2,1,105000,1944
16152,5590,Opañel,50.0,2,1,119000,2380
16153,5589,Puerta Bonita,53.0,3,1,115000,2170
16154,5588,Vista Alegre,75.0,4,1,145000,1933
16155,5587,San Isidro,107.0,2,2,347000,3243
16156,5586,San Isidro,54.0,2,1,105000,1944
16157,5585,San Isidro,121.0,3,2,397000,3281
16158,5584,Buena Vista,81.0,3,1,129900,1604
16159,5583,Comillas,62.0,2,1,175000,2823
16160,5582,Puerta Bonita,44.0,2,1,120000,2727
16161,5581,Vista Alegre,81.0,2,1,219000,2704
16162,5580,Pau de Carabanchel,83.0,2,2,216500,2608
16163,5579,Carabanchel,102.0,2,2,298000,2922
16164,5578,Puerta Bonita,56.0,2,2,260000,4643
16165,5577,Puerta Bonita,86.0,2,2,263200,3060
16166,5576,Vista Alegre,95.0,3,1,219000,2305
16167,5575,Puerta Bonita,59.0,1,1,163500,2771
16168,5574,Puerta Bonita,86.0,2,2,257900,2999
16169,5573,Opañel,79.0,3,1,169000,2139
16170,5572,Carabanchel,124.0,3,2,318500,2569
16171,5571,San Isidro,32.0,1,1,65000,2031
16172,5570,Carabanchel,50.0,2,1,148000,2960
16173,5569,Opañel,160.0,2,2,180000,1125
16174,5568,Abrantes,93.0,3,2,165000,1774
16175,5567,Puerta Bonita,67.0,3,1,133070,1986
16176,5566,Carabanchel,88.0,3,1,115000,1307
16177,5565,Abrantes,54.0,3,1,107000,1981
16178,5564,Comillas,55.0,2,1,99000,1800
16179,5563,Abrantes,54.0,3,1,107000,1981
16180,5562,Pau de Carabanchel,54.0,1,1,194000,3593
16181,5561,Carabanchel,90.0,2,2,378000,4200
16182,5560,Abrantes,88.0,3,1,185000,2102
16183,5559,Vista Alegre,56.0,3,1,136570,2439
16184,5558,Carabanchel,120.0,4,1,190000,1583
16185,5557,Pau de Carabanchel,50.0,1,1,174000,3480
16186,5556,Vista Alegre,70.0,2,1,122000,1743
16187,5555,Puerta Bonita,81.0,2,2,191000,2358
16188,5554,Puerta Bonita,87.0,2,2,199000,2287
16189,5553,Puerta Bonita,77.0,2,1,138000,1792
16190,5552,Abrantes,65.0,2,1,121600,1871
16191,5551,Abrantes,65.0,1,1,118000,1815
16192,5550,Vista Alegre,77.0,2,1,240000,3117
16193,5549,Vista Alegre,95.0,2,1,210000,2211
16194,5548,Carabanchel,60.0,2,2,195000,3250
16195,5547,Carabanchel,270.0,4,3,375000,1389
16196,5546,Carabanchel,115.0,4,2,250000,2174
16197,5545,Carabanchel,70.0,2,1,127000,1814
16198,5544,Vista Alegre,58.0,3,1,136570,2355
16199,5543,Carabanchel,70.0,2,1,165000,2357
16200,5542,Puerta Bonita,94.0,4,2,179000,1904
16201,5541,Abrantes,100.0,3,2,290000,2900
16202,5540,Pau de Carabanchel,86.0,2,2,297000,3453
16203,5539,Carabanchel,124.0,4,3,299000,2411
16204,5538,Comillas,65.0,3,1,193000,2969
16205,5537,Puerta Bonita,91.0,3,1,129000,1418
16206,5536,Opañel,66.0,3,1,132000,2000
16207,5535,San Isidro,57.0,3,1,115000,2018
16208,5534,Opañel,118.0,4,1,212000,1797
16209,5533,San Isidro,63.0,3,1,113000,1794
16210,5532,Abrantes,66.0,3,1,124200,1882
16211,5531,Carabanchel,75.0,1,1,185000,2467
16212,5530,Opañel,72.0,2,2,166000,2306
16213,5529,Puerta Bonita,81.0,3,1,125000,1543
16214,5528,Buena Vista,177.0,2,1,315000,1780
16215,5527,Vista Alegre,51.0,2,1,120000,2353
16216,5526,Opañel,70.0,3,1,190000,2714
16217,5525,Opañel,50.0,2,1,165000,3300
16218,5524,San Isidro,88.0,2,2,260000,2955
16219,5523,Opañel,128.0,4,1,316000,2469
16220,5522,Puerta Bonita,62.0,3,1,120000,1935
16221,5521,Abrantes,105.0,3,2,300000,2857
16222,5520,Comillas,68.0,2,1,195000,2868
16223,5519,Opañel,62.0,2,1,132600,2139
16224,5518,Vista Alegre,65.0,3,1,135000,2077
16225,5517,San Isidro,80.0,3,1,272000,3400
16226,5516,San Isidro,110.0,3,2,299000,2718
16227,5515,San Isidro,79.0,3,1,170000,2152
16228,5514,Puerta Bonita,67.0,2,1,148000,2209
16229,5513,San Isidro,105.0,3,2,315000,3000
16230,5512,Opañel,62.0,3,1,225000,3629
16231,5511,Comillas,140.0,6,6,379000,2707
16232,5510,Abrantes,80.0,3,1,159900,1999
16233,5509,Abrantes,99.0,3,2,250000,2525
16234,5508,Opañel,85.0,3,1,143000,1682
16235,5507,Puerta Bonita,80.0,1,2,178000,2225
16236,5506,San Isidro,84.0,3,2,169900,2023
16237,5505,Abrantes,90.0,3,2,115000,1278
16238,5504,Opañel,95.0,2,2,305000,3211
16239,5503,Abrantes,75.0,3,1,122500,1633
16240,5502,Abrantes,85.0,3,1,156000,1835
16241,5501,Vista Alegre,133.0,3,1,280000,2105
16242,5500,Abrantes,68.0,2,2,250000,3676
16243,5499,Abrantes,121.0,3,2,320000,2645
16244,5498,Carabanchel,50.0,2,1,86000,1720
16245,5497,Abrantes,70.0,2,1,121600,1737
16246,5496,Comillas,79.0,3,1,198000,2506
16247,5495,Carabanchel,86.0,4,1,149999,1744
16248,5494,Carabanchel,37.0,1,1,98000,2649
16249,5493,Vista Alegre,70.0,3,1,148000,2114
16250,5492,San Isidro,70.0,2,1,158000,2257
16251,5491,Abrantes,82.0,3,1,127000,1549
16252,5490,Pau de Carabanchel,69.0,1,1,228000,3304
16253,5489,Puerta Bonita,64.0,3,1,100000,1562
16254,5488,San Isidro,63.0,3,1,113000,1794
16255,5487,Opañel,270.0,5,3,490000,1815
16256,5486,San Isidro,99.0,3,2,430000,4343
16257,5485,Puerta Bonita,114.0,3,2,288000,2526
16259,5483,Opañel,62.0,1,2,150000,2419
16260,5482,Abrantes,70.0,2,1,159000,2271
16261,5481,Buena Vista,58.0,2,1,140000,2414
16262,5480,Pau de Carabanchel,80.0,2,2,295000,3688
16263,5479,Pau de Carabanchel,127.0,3,2,345000,2717
16264,5478,Abrantes,54.0,2,1,142000,2630
16265,5477,Pau de Carabanchel,127.0,3,2,345000,2717
16266,5476,Buena Vista,110.0,4,2,239000,2173
16267,5475,Puerta Bonita,100.0,2,2,350000,3500
16268,5474,Puerta Bonita,118.0,3,2,450000,3814
16269,5473,San Isidro,77.0,2,1,225000,2922
16270,5472,Vista Alegre,60.0,2,1,198000,3300
16271,5471,Pau de Carabanchel,70.0,1,1,269000,3843
16272,5470,Puerta Bonita,126.0,2,2,295000,2341
16273,5469,Buena Vista,86.0,3,1,160000,1860
16274,5468,Pau de Carabanchel,85.0,2,2,249000,2929
16275,5467,Carabanchel,62.0,1,1,93900,1515
16276,5466,Carabanchel,70.0,3,1,124000,1771
16277,5465,Puerta Bonita,61.0,2,1,124000,2033
16278,5464,Buena Vista,51.0,1,1,105000,2059
16279,5463,Abrantes,57.0,3,1,85000,1491
16280,5462,Pau de Carabanchel,90.0,2,2,265000,2944
16281,5461,Abrantes,73.0,3,1,158000,2164
16282,5460,Opañel,257.0,5,3,500000,1946
16283,5459,Buena Vista,117.0,3,2,280000,2393
16284,5458,Puerta Bonita,64.0,3,1,135000,2109
16285,5457,Puerta Bonita,65.0,3,1,105000,1615
16286,5456,Vista Alegre,50.0,2,1,128000,2560
16287,5455,Buena Vista,64.0,2,1,105000,1641
16288,5454,Abrantes,121.0,4,2,375000,3099
16289,5453,Abrantes,82.0,2,2,239000,2915
16290,5452,Buena Vista,83.0,2,2,189000,2277
16291,5451,Buena Vista,110.0,3,1,215000,1955
16292,5450,San Isidro,99.0,3,2,170000,1717
16293,5449,Comillas,85.0,3,1,226000,2659
16294,5448,Puerta Bonita,54.0,2,1,105000,1944
16295,5447,Opañel,117.0,3,1,220000,1880
16296,5446,Opañel,81.0,3,2,249000,3074
16297,5445,Abrantes,59.0,3,1,130000,2203
16298,5444,Opañel,100.0,1,1,252800,2528
16299,5443,Puerta Bonita,95.0,1,1,151151,1591
16300,5442,Buena Vista,140.0,3,3,315000,2250
16301,5441,Puerta Bonita,75.0,3,1,129000,1720
16302,5440,Vista Alegre,50.0,2,1,120000,2400
16303,5439,Vista Alegre,128.0,4,2,300000,2344
16304,5438,Vista Alegre,86.0,3,1,199900,2324
16305,5437,San Isidro,130.0,4,3,300000,2308
16306,5436,Comillas,70.0,3,1,255000,3643
16307,5435,Opañel,58.0,3,1,225000,3879
16308,5434,Vista Alegre,104.0,3,1,200000,1923
16309,5433,San Isidro,66.0,3,1,155000,2348
16310,5432,Vista Alegre,75.0,3,1,150000,2000
16311,5431,Vista Alegre,85.0,3,1,136000,1600
16312,5430,Buena Vista,70.0,2,1,149900,2141
16313,5429,Pau de Carabanchel,215.0,3,4,597000,2777
16314,5428,Opañel,63.0,2,1,160000,2540
16315,5427,Vista Alegre,90.0,4,2,172000,1911
16316,5426,Pau de Carabanchel,75.0,2,2,245000,3267
16317,5425,Abrantes,110.0,3,2,180000,1636
16318,5424,Vista Alegre,75.0,2,1,110000,1467
16319,5423,Vista Alegre,70.0,3,1,136000,1943
16320,5422,Puerta Bonita,67.0,1,1,159990,2388
16321,5421,Puerta Bonita,72.0,3,1,136000,1889
16322,5420,Puerta Bonita,42.0,2,1,68000,1619
16323,5419,Buena Vista,70.0,3,1,180000,2571
16324,5418,Vista Alegre,72.0,3,1,145000,2014
16325,5417,San Isidro,47.0,1,1,130000,2766
16326,5416,San Isidro,90.0,3,2,225000,2500
16327,5415,Buena Vista,75.0,2,1,138000,1840
16328,5414,Vista Alegre,72.0,3,1,119900,1665
16329,5413,Pau de Carabanchel,130.0,3,2,319000,2454
16330,5412,San Isidro,92.0,3,2,194000,2109
16331,5411,Abrantes,77.0,3,1,135000,1753
16332,5410,Opañel,65.0,3,1,146000,2246
16333,5409,San Isidro,54.0,2,1,120000,2222
16334,5408,Puerta Bonita,75.0,2,2,235000,3133
16335,5407,Abrantes,60.0,2,1,130000,2167
16336,5406,San Isidro,69.0,2,1,230000,3333
16337,5405,Puerta Bonita,55.0,3,1,109000,1982
16338,5404,Abrantes,65.0,2,1,110000,1692
16339,5403,Carabanchel,65.0,2,1,119000,1831
16340,5402,Buena Vista,70.0,3,1,135000,1929
16341,5401,Buena Vista,70.0,3,1,120000,1714
16342,5400,Carabanchel,69.0,2,1,129000,1870
16343,5399,Comillas,90.0,3,2,295000,3278
16344,5398,Vista Alegre,49.0,3,1,106170,2167
16345,5397,Puerta Bonita,60.0,3,1,115000,1917
16346,5396,Puerta Bonita,60.0,3,1,110000,1833
16347,5395,Abrantes,65.0,2,1,120000,1846
16348,5394,Pau de Carabanchel,101.0,2,2,298000,2950
16349,5393,Carabanchel,66.0,2,1,90000,1364
16350,5392,Comillas,72.0,3,1,198000,2750
16351,5391,Carabanchel,118.0,3,1,225000,1907
16352,5390,Carabanchel,142.0,4,2,329000,2317
16353,5389,Carabanchel,76.0,3,1,143000,1882
16354,5388,Vista Alegre,80.0,2,2,150000,1875
16355,5387,Abrantes,65.0,3,1,136100,2094
16356,5386,Carabanchel,574.0,6,4,1036000,1805
16358,5384,Abrantes,66.0,2,1,140000,2121
16359,5383,Buena Vista,70.0,3,1,114000,1629
16360,5382,Comillas,114.0,4,1,242000,2123
16361,5381,Vista Alegre,68.0,3,1,130000,1912
16362,5380,Abrantes,100.0,3,2,129000,1290
16363,5379,San Isidro,80.0,1,1,215000,2688
16364,5378,Abrantes,90.0,3,1,133000,1478
16365,5377,Abrantes,60.0,3,1,105000,1750
16366,5376,Carabanchel,105.0,2,2,235000,2238
16367,5375,Carabanchel,103.0,3,2,225999,2194
16368,5374,Puerta Bonita,65.0,2,1,98000,1508
16369,5373,Puerta Bonita,110.0,3,1,220000,2000
16370,5372,Vista Alegre,75.0,2,1,119000,1587
16371,5371,Opañel,66.0,3,1,150000,2273
16372,5370,Abrantes,75.0,3,1,160000,2133
16373,5369,Opañel,95.0,2,2,305000,3211
16374,5368,Puerta Bonita,67.0,3,1,118000,1761
16375,5367,Vista Alegre,70.0,3,1,145000,2071
16376,5366,San Isidro,83.0,3,1,159000,1916
16377,5365,Carabanchel,60.0,2,1,114000,1900
16378,5364,Carabanchel,75.0,2,1,115000,1533
16379,5363,Carabanchel,65.0,2,1,115000,1769
16380,5362,Buena Vista,82.0,3,1,160000,1951
16381,5361,Puerta Bonita,68.0,2,1,110000,1618
16382,5360,Abrantes,65.0,2,1,121600,1871
16383,5359,Vista Alegre,100.0,3,2,390000,3900
16384,5358,Pau de Carabanchel,110.0,3,2,340000,3091
16385,5357,Opañel,70.0,3,1,157000,2243
16386,5356,Opañel,96.0,3,1,230000,2396
16387,5355,Opañel,85.0,3,1,169000,1988
16388,5354,Opañel,59.0,3,1,125000,2119
16389,5353,Buena Vista,57.0,3,1,127600,2239
16390,5352,Buena Vista,57.0,3,1,127600,2239
16391,5351,Buena Vista,57.0,3,1,127600,2239
16392,5350,Buena Vista,50.0,1,1,128000,2560
16393,5349,Puerta Bonita,143.0,2,2,450000,3147
16394,5348,Carabanchel,64.0,3,1,108000,1688
16395,5347,Pau de Carabanchel,90.0,2,2,265000,2944
16396,5346,San Isidro,83.0,3,1,159000,1916
16397,5345,Opañel,93.0,3,1,420000,4516
16398,5344,Puerta Bonita,100.0,3,1,138000,1380
16399,5343,Puerta Bonita,64.0,3,1,160000,2500
16400,5342,Buena Vista,65.0,3,1,120000,1846
16401,5341,Puerta Bonita,99.0,3,1,130000,1313
16403,5339,San Isidro,74.0,3,1,130000,1757
16404,5338,Carabanchel,48.0,3,1,92000,1917
16405,5337,San Isidro,71.0,3,1,126000,1775
16406,5336,Carabanchel,88.0,3,1,135000,1534
16407,5335,Abrantes,58.0,3,1,130000,2241
16408,5334,San Isidro,75.0,3,1,130000,1733
16409,5333,Carabanchel,76.0,3,1,162000,2132
16410,5332,Comillas,55.0,1,1,220000,4000
16411,5331,Opañel,65.0,3,1,129000,1985
16412,5330,Puerta Bonita,50.0,3,1,135000,2700
16413,5329,Vista Alegre,54.0,1,1,127000,2352
16414,5328,Carabanchel,57.0,3,1,105000,1842
16415,5327,San Isidro,92.0,2,2,194000,2109
16416,5326,Vista Alegre,55.0,2,1,88320,1606
16417,5325,Puerta Bonita,51.0,2,1,82872,1625
16418,5324,Abrantes,105.0,3,2,305000,2905
16419,5323,Opañel,52.0,2,1,170000,3269
16420,5322,San Isidro,34.0,1,1,135000,3971
16421,5321,Abrantes,65.0,2,1,121600,1871
16422,5320,San Isidro,69.0,3,1,120600,1748
16423,5319,San Isidro,62.0,2,1,160000,2581
16424,5318,San Isidro,71.0,3,1,126000,1775
16425,5317,Comillas,103.0,3,1,221000,2146
16426,5316,Pau de Carabanchel,100.0,2,2,279900,2799
16427,5315,Carabanchel,60.0,2,1,125000,2083
16428,5314,Abrantes,69.0,2,1,121800,1765
16430,5312,Puerta Bonita,82.0,2,1,156349,1907
16431,5311,Comillas,70.0,3,1,255000,3643
16432,5310,Carabanchel,60.0,2,1,120000,2000
16433,5309,Abrantes,50.0,1,1,100000,2000
16434,5308,Carabanchel,75.0,2,1,202900,2705
16435,5307,Buena Vista,75.0,3,1,150000,2000
16436,5306,Carabanchel,79.0,3,1,136100,1718
16437,5305,Carabanchel,90.0,2,2,310000,3444
16438,5304,Carabanchel,80.0,3,1,155000,1938
16439,5303,Pau de Carabanchel,130.0,3,2,450000,3462
16440,5302,Vista Alegre,65.0,2,1,189000,2908
16441,5301,Buena Vista,65.0,3,1,82000,1262
16442,5300,Puerta Bonita,49.0,3,1,129000,2633
16443,5299,Vista Alegre,90.0,3,1,180000,2000
16444,5298,Vista Alegre,70.0,2,1,160000,2286
16445,5297,San Isidro,92.0,3,1,230000,2500
16446,5296,Comillas,99.0,3,1,315000,3182
16447,5295,Vista Alegre,69.0,3,1,130000,1884
16448,5294,San Isidro,53.0,1,1,99000,1868
16449,5293,Vista Alegre,100.0,3,1,261000,2610
16450,5292,Abrantes,79.0,3,1,178000,2253
16451,5291,Puerta Bonita,55.0,3,1,135000,2455
16452,5290,Buena Vista,60.0,3,1,110000,1833
16453,5289,Puerta Bonita,51.0,2,1,82872,1625
16454,5288,Opañel,67.0,3,1,140000,2090
16455,5287,Comillas,85.0,2,2,250000,2941
16456,5286,San Isidro,55.0,2,1,105000,1909
16457,5285,Comillas,55.0,2,1,99500,1809
16458,5284,Abrantes,70.0,2,1,112000,1600
16459,5283,Pau de Carabanchel,80.0,2,2,359000,4488
16460,5282,Abrantes,390.0,15,7,650000,1667
16461,5281,Abrantes,185.0,3,2,350000,1892
16462,5280,Buena Vista,78.0,2,2,235000,3013
16463,5279,Carabanchel,77.0,2,1,147600,1917
16464,5278,Vista Alegre,180.0,5,2,450000,2500
16465,5277,Opañel,76.0,2,1,200000,2632
16466,5276,Opañel,78.0,1,1,240000,3077
16467,5275,Abrantes,60.0,3,1,130700,2178
16468,5274,Abrantes,60.0,3,1,130700,2178
16469,5273,San Isidro,69.0,3,1,120600,1748
16470,5272,Carabanchel,55.0,1,1,195000,3545
16471,5271,Carabanchel,71.0,2,1,125000,1761
16472,5270,Carabanchel,80.0,3,1,116500,1456
16473,5269,Vista Alegre,45.0,1,1,99000,2200
16474,5268,Opañel,79.0,2,1,160000,2025
16475,5267,San Isidro,67.0,3,1,115000,1716
16476,5266,Carabanchel,48.0,3,1,105300,2194
16477,5265,Carabanchel,88.0,3,1,115000,1307
16478,5264,Abrantes,100.0,3,1,130000,1300
16479,5263,Vista Alegre,63.0,3,1,125000,1984
16480,5262,Puerta Bonita,105.0,3,2,156000,1486
16481,5261,Carabanchel,80.0,2,1,195000,2438
16482,5260,Carabanchel,42.0,1,1,99000,2357
16483,5259,Carabanchel,61.0,3,1,147000,2410
16484,5258,Carabanchel,55.0,2,1,105000,1909
16485,5257,San Isidro,92.0,3,1,194000,2109
16486,5256,Carabanchel,75.0,2,1,149000,1987
16487,5255,Carabanchel,65.0,2,1,120000,1852
16488,5254,Buena Vista,72.0,3,1,180000,2500
16489,5253,San Isidro,90.0,3,1,345000,3833
16490,5252,Buena Vista,105.0,4,2,220000,2095
16492,5250,Vista Alegre,77.0,2,1,240000,3117
16493,5249,Abrantes,70.0,2,1,119000,1700
16494,5248,San Isidro,56.0,2,1,90000,1607
16495,5247,Abrantes,75.0,3,1,137000,1827
16496,5246,Vista Alegre,75.0,3,1,159000,2120
16497,5245,San Isidro,103.0,4,2,379000,3680
16498,5244,Opañel,95.0,3,1,315000,3316
16499,5243,Puerta Bonita,60.0,2,1,195000,3250
16500,5242,Abrantes,75.0,2,2,235000,3133
16501,5241,Vista Alegre,55.0,2,1,130000,2364
16502,5240,Abrantes,80.0,3,1,167260,2091
16503,5239,San Isidro,70.0,3,1,151000,2157
16504,5238,Puerta Bonita,74.0,1,1,223000,3014
16505,5237,Buena Vista,62.0,3,1,92000,1484
16506,5236,Comillas,110.0,3,1,330000,3000
16507,5235,Comillas,48.0,1,1,148500,3094
16508,5234,Abrantes,75.0,2,1,155000,2067
16509,5233,Pau de Carabanchel,55.0,1,1,180000,3273
16510,5232,Vista Alegre,75.0,3,1,136000,1813
16511,5231,Buena Vista,60.0,2,1,120000,2000
16512,5230,Vista Alegre,70.0,3,1,175000,2500
16513,5229,Vista Alegre,147.0,4,2,375000,2551
16514,5228,Puerta Bonita,69.0,3,1,134900,1955
16515,5227,San Isidro,80.0,3,1,190000,2375
16516,5226,Abrantes,50.0,1,1,180000,3600
16519,5223,Vista Alegre,72.0,3,1,119900,1665
16520,5222,Pau de Carabanchel,55.0,1,1,250000,4545
16521,5221,Puerta Bonita,70.0,3,1,130000,1857
